arc_length,p,U:0,U:1,velMag
34.315,0.44156,0.3467,2.2742,2.30047528350122
34.384,0.44272,0.3421,2.2698,2.29543556868844
34.452,0.44389,0.33751,2.2654,2.2904039294631
34.521,0.45059,0.33066,2.2478,2.27199050957525
34.589,0.44849,0.32739,2.2511,2.27478249995467
34.658,0.44638,0.32412,2.2545,2.2776795262723
34.726,0.44428,0.32084,2.2578,2.28048221777764
34.795,0.44964,0.32712,2.3041,2.32720525618176
34.863,0.44709,0.32328,2.3049,2.32746084143214
34.932,0.44453,0.31943,2.3056,2.32762258214256
35,0.44198,0.31559,2.3063,2.32779224547639
35.069,0.43943,0.31174,2.3071,2.32806620129239
35.137,0.43165,0.30121,2.2776,2.297431005297
35.206,0.42955,0.29794,2.2809,2.3002767341344
35.274,0.42744,0.29467,2.2842,2.30312831794062
35.343,0.42534,0.29139,2.2875,2.30598447134841
35.411,0.42323,0.28812,2.2908,2.30884771572315
35.48,0.42113,0.28485,2.2941,2.31171675005828
35.548,0.41902,0.28158,2.2974,2.31459155282309
35.617,0.41692,0.2783,2.3008,2.31757017800972
35.685,0.41482,0.27503,2.3041,2.32045648761187
35.754,0.41271,0.27176,2.3074,2.32334850110783
35.822,0.41061,0.26849,2.3107,2.32624619722419
35.891,0.4085,0.26522,2.314,2.32914955475169
35.959,0.40626,0.26177,2.3165,2.33124339846786
36.028,0.40371,0.25792,2.3172,2.331509932726
36.096,0.40116,0.25408,2.318,2.33188349760446
36.165,0.39861,0.25024,2.3187,2.33216417681089
36.233,0.39606,0.24639,2.3194,2.33245029788418
36.302,0.3935,0.24255,2.3201,2.33274398777491
36.37,0.39095,0.2387,2.3209,2.33314262315873
36.439,0.3884,0.23486,2.3216,2.3334493308405
36.507,0.38532,0.23174,2.3247,2.33622206084952
36.575,0.38221,0.22866,2.3279,2.33910320541869
36.644,0.37911,0.22558,2.3311,2.34198922849786
36.712,0.376,0.22249,2.3343,2.34487916321929
36.781,0.3729,0.21941,2.3374,2.34767534128976
36.849,0.36979,0.21633,2.3406,2.35057589303132
36.918,0.34651,0.21481,2.4218,2.43130799696377
36.986,0.34459,0.21283,2.4242,2.43352465549458
37.055,0.34267,0.21085,2.4266,2.43574327105711
37.123,0.34075,0.20887,2.429,2.43796383830852
37.192,0.33883,0.20689,2.4314,2.44018635192069
37.26,0.33691,0.20491,2.4338,2.44241080658025
37.329,0.33499,0.20293,2.4361,2.44453754213348
37.397,0.35042,0.19705,2.3634,2.37160035893487
37.466,0.34844,0.19508,2.366,2.37402868693704
37.534,0.34647,0.19311,2.3686,2.3764590112392
37.603,0.3445,0.19115,2.3712,2.37889212922738
37.671,0.34252,0.18918,2.3739,2.38142610265362
37.74,0.34055,0.18721,2.3765,2.3838623773406
37.808,0.33858,0.18524,2.3791,2.38630062389465
37.877,0.3366,0.18328,2.3817,2.38874160352266
37.945,0.33463,0.18131,2.3843,2.39118376669381
38.014,0.33266,0.17934,2.3869,2.39362788369454
38.082,0.33068,0.17737,2.3896,2.39617367419392
38.151,0.32871,0.17541,2.3922,2.39862241882711
38.219,0.32674,0.17344,2.3948,2.40107235909291
38.288,0.32476,0.17147,2.3974,2.40352422931411
38.356,0.32279,0.1695,2.4,2.40597802359041
38.425,0.32082,0.16754,2.4026,2.40843443165887
38.493,0.31884,0.16557,2.4053,2.41099181145437
38.562,0.31687,0.1636,2.4079,2.41345133988651
38.63,0.3149,0.16163,2.4105,2.41591276889295
38.699,0.31292,0.15967,2.4131,2.41837675288612
38.767,0.31095,0.1577,2.4157,2.42084195684064
38.836,0.30898,0.15573,2.4183,2.42330904403462
38.904,0.307,0.15376,2.421,2.42587780763995
38.973,0.3043,0.15127,2.4169,2.42162924967882
39.041,0.30105,0.14839,2.408,2.41256784196839
39.11,0.29779,0.14551,2.399,2.40340886244933
39.178,0.29454,0.14263,2.39,2.39425214146297
39.247,0.29129,0.13975,2.3811,2.38519753322445
39.315,0.28804,0.13687,2.3721,2.37604541347593
39.384,0.28479,0.13399,2.3631,2.36689563143371
39.452,0.28153,0.13111,2.3542,2.35784805958739
39.521,0.27723,0.12938,2.3538,2.35735309709852
39.589,0.2727,0.1279,2.3553,2.35877012445045
39.658,0.26817,0.12641,2.3567,2.36008779033747
39.726,0.26364,0.12493,2.3582,2.36150688012972
39.795,0.25966,0.1235,2.3615,2.36472715127983
39.863,0.25712,0.12223,2.3696,2.37275037306919
39.932,0.25457,0.12095,2.3777,2.38077428424032
40,0.25203,0.11967,2.3858,2.38879939486345
40.069,0.24949,0.1184,2.3939,2.39682618685628
40.137,0.24694,0.11712,2.402,2.40485365342675
40.206,0.2444,0.11585,2.41,2.41278287927032
40.274,0.24185,0.11457,2.4181,2.4208126517556
40.343,0.23931,0.11329,2.4262,2.42884356517665
40.411,0.23676,0.11202,2.4343,2.43687606791975
40.48,0.23422,0.11074,2.4424,2.4449092227729
40.548,0.23167,0.10947,2.4505,2.45294393146276
40.617,0.22913,0.10819,2.4586,2.46097928396401
40.685,0.22659,0.10691,2.4666,2.46891581632505
40.754,0.22386,0.10518,2.4649,2.4671430526826
40.822,0.22114,0.10344,2.463,2.46517115705989
40.891,0.21842,0.10169,2.4611,2.46319996470039
40.959,0.21569,0.099952,2.4591,2.46113047445762
41.028,0.21297,0.098209,2.4572,2.45916181811629
41.096,0.21024,0.096467,2.4553,2.45719432932949
41.165,0.20752,0.094725,2.4534,2.45522797019442
41.233,0.2048,0.092982,2.4515,2.45326270552585
41.302,0.20207,0.09124,2.4496,2.45129861453067
41.37,0.19946,0.089506,2.4479,2.44953582011695
41.439,0.2004,0.088036,2.4525,2.4540795804733
41.507,0.20134,0.086567,2.4572,2.45872440210142
41.576,0.20229,0.085097,2.4619,2.46337027452411
41.644,0.20323,0.083627,2.4666,2.46801722747816
41.713,0.20336,0.082415,2.4691,2.47047506407675
41.781,0.20291,0.081387,2.4701,2.47144044107257
41.849,0.20247,0.080358,2.4711,2.47240624052036
41.918,0.20202,0.07933,2.4721,2.47337252731973
41.986,0.20157,0.078302,2.473,2.47423931809435
42.055,0.20112,0.077274,2.474,2.4752065107938
42.123,0.20068,0.076245,2.475,2.4761741255463
42.192,0.20023,0.075217,2.476,2.47714222383153
42.26,0.19978,0.074189,2.477,2.47811077390035
42.329,0.19934,0.073161,2.478,2.47907977522326
42.397,0.19889,0.072133,2.4789,2.47994926957972
42.466,0.19844,0.071104,2.4799,2.4809191419343
42.534,0.19799,0.070076,2.4809,2.4818894930629
42.603,0.19755,0.069048,2.4819,2.482860293352
42.671,0.1971,0.06802,2.4829,2.48383154227496
42.74,0.19665,0.066991,2.4839,2.48480321234519
42.808,0.19621,0.065963,2.4849,2.48577535738228
42.877,0.19576,0.064935,2.4858,2.48664798357649
42.945,0.19531,0.063907,2.4868,2.48762102110611
43.014,0.19486,0.062879,2.4878,2.48859450466343
43.082,0.19442,0.06185,2.4888,2.48956840888135
43.151,0.19397,0.060822,2.4898,2.49054278334744
43.219,0.19352,0.059794,2.4908,2.49151760227296
43.288,0.19298,0.058776,2.4919,2.49259307312205
43.356,0.19105,0.057909,2.4949,2.49557197096798
43.425,0.18911,0.057041,2.4979,2.49855119733036
43.493,0.18718,0.056174,2.5009,2.50153079698732
43.562,0.18524,0.055307,2.5039,2.50451074548483
43.63,0.18331,0.05444,2.5069,2.50749104157921
43.699,0.18137,0.053573,2.5099,2.5104716840325
43.767,0.17944,0.052706,2.5129,2.5134526716125
43.836,0.1775,0.051839,2.5159,2.51643400309267
43.904,0.17557,0.050972,2.5189,2.51941567725217
43.973,0.17364,0.050104,2.5219,2.52239767301193
44.041,0.1717,0.049237,2.5249,2.52538002925679
44.11,0.16977,0.04837,2.5279,2.52836272455121
44.178,0.16783,0.047503,2.5309,2.53134575769668
44.247,0.1659,0.046636,2.5339,2.53432912750021
44.315,0.16396,0.045769,2.5369,2.53731283277427
44.384,0.16203,0.044902,2.5399,2.54029687233677
44.452,0.15726,0.03784,2.4859,2.48618798074482
44.521,0.15506,0.037336,2.4859,2.4861803608942
44.589,0.15286,0.036831,2.486,2.48627281740379
44.658,0.15066,0.036327,2.4861,2.48636539167698
44.726,0.14845,0.035823,2.4862,2.48645806868505
44.795,0.14625,0.035319,2.4862,2.48645085850515
44.863,0.14405,0.034814,2.4863,2.48654372666076
44.932,0.14185,0.03431,2.4864,2.4866367117253
45,0.13964,0.033806,2.4865,2.48672979948285
45.069,0.13744,0.033302,2.4865,2.4867229988891
45.137,0.13524,0.032797,2.4866,2.48681627853949
45.206,0.13304,0.032293,2.4867,2.48690967424412
45.274,0.13083,0.031789,2.4868,2.48700317259971
45.343,0.12863,0.031285,2.4869,2.48709677359467
45.411,0.12643,0.03078,2.4869,2.48709047249995
45.48,0.12423,0.030276,2.487,2.48718427869267
45.548,0.12202,0.029772,2.4871,2.48727818749411
45.617,0.12035,0.0291,2.4889,2.48907011150751
45.685,0.11891,0.028353,2.4916,2.4917613153368
45.754,0.11747,0.027606,2.4942,2.49435276800135
45.822,0.11603,0.026859,2.4968,2.4969444619136
45.891,0.11459,0.026113,2.4995,2.499636401313
45.959,0.11314,0.025366,2.5021,2.50222857548146
46.028,0.1117,0.024619,2.5047,2.5048209886459
46.096,0.11026,0.023872,2.5074,2.50751363553302
46.165,0.10882,0.023126,2.51,2.51010653396942
46.233,0.10738,0.022379,2.5126,2.51269965965712
46.302,0.10594,0.021632,2.5153,2.5153930176861
46.37,0.1045,0.020886,2.5179,2.51798662327583
46.439,0.10306,0.020139,2.5205,2.52058045483992
46.507,0.10161,0.019392,2.5232,2.52327451730167
46.576,0.10017,0.018645,2.5258,2.52586881607597
46.644,0.098733,0.017899,2.5284,2.52846335433223
46.713,0.097292,0.017152,2.5311,2.53115811459972
46.781,0.09585,0.016405,2.5337,2.53375310834047
46.85,0.094409,0.015658,2.5363,2.53634833234002
46.918,0.092968,0.014912,2.539,2.53904379004065
46.987,0.091527,0.014165,2.5416,2.54163947231408
47.055,0.090086,0.013418,2.5443,2.54433538133714
47.123,0.088645,0.012671,2.5469,2.54693151934656
47.192,0.087204,0.011925,2.5495,2.54952788877176
47.26,0.085763,0.011178,2.5522,2.55222447830985
47.329,0.084321,0.010431,2.5548,2.55482129429066
47.397,0.08287,0.010005,2.5535,2.55351960047794
47.466,0.078458,0.009479,2.5785,2.57851742314086
47.534,0.078027,0.0090885,2.5681,2.56811608203996
47.603,0.077595,0.0086981,2.5577,2.55771478999196
47.671,0.077164,0.0083076,2.5473,2.54731354689951
47.74,0.076732,0.0079171,2.5369,2.53691235372301
47.808,0.0763,0.0075266,2.5265,2.52651121107894
47.877,0.075869,0.0071362,2.5161,2.51611011987759
47.945,0.075437,0.0067457,2.5057,2.50570908017441
48.014,0.075005,0.0063553,2.4953,2.49530809316968
48.082,0.074574,0.0059648,2.4849,2.48490715899791
48.151,0.074142,0.0055743,2.4744,2.47440627885165
48.219,0.07371,0.0051838,2.464,2.4640054528719
48.288,0.073279,0.0047934,2.4536,2.4536046822346
48.356,0.072847,0.0044029,2.4432,2.44320396723819
48.425,0.072416,0.0040125,2.4328,2.43280330897429
48.493,0.071984,0.003622,2.4224,2.42240270782626
48.562,0.071552,0.0032315,2.412,2.4120021647155
48.63,0.071121,0.002841,2.4016,2.40160168039602
48.699,0.070689,0.0024506,2.3912,2.39120125573745
48.767,0.070257,0.0020601,2.3808,2.3808008912994
48.836,0.069644,0.0017314,2.3756,2.37560063094493
48.904,0.068863,0.0014602,2.3754,2.37540044880522
48.973,0.068081,0.001189,2.3752,2.37520029760039
49.041,0.067299,0.00091774,2.375,2.37500017731509
49.11,0.066517,0.0006465,2.3748,2.37480008799946
49.178,0.065736,0.00037527,2.3746,2.3746000296529
49.247,0.064954,0.00010405,2.3744,2.37440000227982
49.315,0.064172,-0.00016718,2.3741,2.37410000588626
49.384,0.063391,-0.00043841,2.3739,2.37390004048261
49.452,0.062609,-0.00070964,2.3737,2.37370010607678
49.521,0.061827,-0.00098088,2.3735,2.37350020268075
49.589,0.061045,-0.0012521,2.3733,2.37330033028995
49.658,0.060264,-0.0015233,2.3731,2.37310048890537
49.726,0.059482,-0.0017946,2.3729,2.37290067861872
49.795,0.0587,-0.0020658,2.3726,2.37260089933592
49.863,0.057919,-0.002337,2.3724,2.37240115106383
49.932,0.057195,-0.0027202,2.3768,2.3768015566067
50,0.056516,-0.0031889,2.3847,2.38470213215051
50.069,0.055838,-0.0036576,2.3925,2.39250279582653
50.137,0.055159,-0.0041264,2.4004,2.40040354673479
50.206,0.057623,-0.0082216,2.5061,2.5061134859991
50.274,0.056647,-0.0083473,2.5047,2.50471390929529
50.343,0.055671,-0.008473,2.5034,2.50341433880391
50.411,0.054695,-0.0085988,2.502,2.50201477600782
50.48,0.053719,-0.0087245,2.5006,2.500615219681
50.548,0.052743,-0.0088502,2.4992,2.49921567017335
50.617,0.051767,-0.0089759,2.4978,2.49781612749634
50.685,0.050791,-0.0091017,2.4964,2.49641659202604
50.754,0.049815,-0.0092274,2.495,2.49501706305002
50.822,0.048839,-0.0093531,2.4936,2.49361754093919
50.891,0.047863,-0.0094789,2.4923,2.49231802536217
50.959,0.046887,-0.0096046,2.4909,2.49091851700154
51.028,0.045911,-0.0097303,2.4895,2.48951901554057
51.096,0.036311,-0.012718,2.5727,2.57273143517235
51.165,0.036231,-0.012547,2.5626,2.56263071612142
51.233,0.036151,-0.012375,2.5524,2.55242999916256
51.302,0.03607,-0.012204,2.5422,2.54222929288764
51.37,0.03599,-0.012032,2.532,2.53202858771855
51.439,0.03591,-0.01186,2.5218,2.52182788857606
51.507,0.035829,-0.011689,2.5117,2.51172719910443
51.576,0.035749,-0.011517,2.5015,2.50152651220989
51.644,0.035669,-0.011346,2.4913,2.49132583611939
51.713,0.035588,-0.011174,2.4811,2.48112516175142
51.781,0.035508,-0.011003,2.4709,2.4709244982413
51.85,0.035428,-0.010831,2.4608,2.46082383574302
51.918,0.035347,-0.01066,2.4506,2.45062318515108
51.987,0.035267,-0.010488,2.4404,2.44042253680464
52.055,0.035187,-0.010317,2.4302,2.43022189943408
52.124,0.035106,-0.010145,2.42,2.42002126458116
52.192,0.035026,-0.0099734,2.4099,2.40992063742928
52.26,0.034946,-0.0098019,2.3997,2.39972001851124
52.329,0.034865,-0.0096303,2.3895,2.389519406215
52.397,0.034785,-0.0094588,2.3793,2.37931880144243
52.466,0.034705,-0.0092872,2.3691,2.36911820348497
52.534,0.034624,-0.0091157,2.359,2.35901761247908
52.603,0.034544,-0.0089441,2.3488,2.34881702925639
52.671,0.033896,-0.0090211,2.3477,2.34771733184496
52.74,0.033217,-0.0091118,2.3471,2.34711768663168
52.808,0.032538,-0.0092025,2.3465,2.34651804510561
52.877,0.031859,-0.0092933,2.3459,2.34591840766572
52.945,0.03118,-0.009384,2.3453,2.34531877352653
53.014,0.030501,-0.0094747,2.3447,2.34471914308305
53.082,0.029822,-0.0095654,2.3441,2.3441195163381
53.151,0.029143,-0.0096561,2.3435,2.34351989329453
53.219,0.028464,-0.0097468,2.3429,2.34292027395519
53.288,0.027785,-0.0098375,2.3423,2.34232065832291
53.356,0.027106,-0.0099283,2.3418,2.34182104592577
53.425,0.026427,-0.010019,2.3412,2.34122143770319
53.493,0.025748,-0.01011,2.3406,2.34062183449185
53.562,0.025069,-0.0102,2.34,2.34002223066363
53.63,0.02439,-0.010291,2.3394,2.33942263489969
53.699,0.023711,-0.010382,2.3388,2.33882304288375
53.767,0.023032,-0.010473,2.3382,2.3382234546187
53.836,0.022353,-0.010563,2.3376,2.33762386558852
53.904,0.021674,-0.010654,2.337,2.33702428479381
53.973,0.020995,-0.010745,2.3364,2.33642470775863
54.041,0.020316,-0.010835,2.3358,2.33582512984705
54.11,0.020075,-0.011107,2.3414,2.34142634422888
54.178,0.020122,-0.011499,2.351,2.35102812126971
54.247,0.020169,-0.01189,2.3606,2.36062994391328
54.315,0.020216,-0.012282,2.3702,2.37023182147317
54.384,0.020263,-0.012674,2.3798,2.37983374845303
54.452,0.02031,-0.013065,2.3894,2.38943571878906
54.521,0.020358,-0.013457,2.399,2.39903774268956
54.589,0.020405,-0.013848,2.4086,2.40863980850272
54.658,0.020452,-0.01424,2.4182,2.41824192702054
54.726,0.020203,-0.014359,2.4217,2.42174256907728
54.795,0.019798,-0.014334,2.4219,2.42194241747321
54.863,0.019393,-0.014309,2.422,2.42204226789728
54.932,0.018987,-0.014284,2.4222,2.4222421168529
55,0.018582,-0.014259,2.4224,2.42244196609145
55.069,0.018177,-0.014234,2.4226,2.42264181561287
55.137,0.017772,-0.014209,2.4228,2.42284166541708
55.206,0.017366,-0.014184,2.4229,2.42294151721745
55.274,0.016961,-0.014159,2.4231,2.42314136758073
55.343,0.016556,-0.014134,2.4233,2.4233412182266
55.411,0.016151,-0.014109,2.4235,2.42354106915501
55.48,0.015746,-0.014084,2.4236,2.42364092205426
55.548,0.01534,-0.014059,2.4238,2.42384077354124
55.617,0.014935,-0.014034,2.424,2.42404062531056
55.685,0.01453,-0.014009,2.4242,2.42424047736214
55.754,0.014125,-0.013984,2.4243,2.42434033135944
55.822,0.01372,-0.013959,2.4245,2.42454018396912
55.891,0.013314,-0.013934,2.4247,2.42474003686086
55.959,0.012909,-0.013909,2.4249,2.4249398900346
56.028,0.012626,-0.013866,2.426,2.42603962580086
56.096,0.012488,-0.013803,2.4282,2.42823923096737
56.165,0.01235,-0.013739,2.4304,2.43043883282855
56.233,0.012212,-0.013676,2.4326,2.43263844271523
56.302,0.011556,-0.013463,2.451,2.45103697490858
56.37,0.011524,-0.01343,2.4499,2.4499368103892
56.439,0.011492,-0.013397,2.4488,2.44883664616671
56.507,0.01146,-0.013364,2.4477,2.4477364822415
56.576,0.011428,-0.013331,2.4466,2.44663631861399
56.644,0.011396,-0.013298,2.4455,2.44553615528456
56.713,0.011364,-0.013266,2.4444,2.44443599768045
56.781,0.011332,-0.013233,2.4433,2.44333583493735
56.85,0.0113,-0.0132,2.4422,2.44223567249355
56.918,0.011267,-0.013167,2.4411,2.44113551034944
56.987,0.011235,-0.013134,2.44,2.44003534850543
57.055,0.011203,-0.013101,2.4389,2.43893518696192
57.124,0.011171,-0.013068,2.4378,2.43783502571934
57.192,0.011139,-0.013035,2.4367,2.43673486477807
57.261,0.011107,-0.013002,2.4356,2.43563470413853
57.329,0.011075,-0.01297,2.4345,2.43453454912844
57.398,0.011043,-0.012937,2.4334,2.43343438908243
57.466,0.011011,-0.012904,2.4323,2.43233422933938
57.534,0.010979,-0.012871,2.4312,2.43123406989969
57.603,0.010946,-0.012838,2.4301,2.43013391076377
57.671,0.010914,-0.012805,2.429,2.42903375193203
57.74,0.010882,-0.012772,2.4279,2.42793359340489
57.808,0.01085,-0.012739,2.4268,2.42683343518277
57.877,0.010818,-0.012706,2.4257,2.42573327726607
57.945,0.010786,-0.012674,2.4246,2.4246331248822
58.014,0.010714,-0.012637,2.4234,2.42343294806541
58.082,0.010474,-0.012588,2.4215,2.42153271870194
58.151,0.010234,-0.012539,2.4197,2.41973248862782
58.219,0.0099938,-0.012489,2.4179,2.41793225403877
58.288,0.0097538,-0.01244,2.4161,2.41613202528339
58.356,0.0095139,-0.01239,2.4143,2.4143317920493
58.425,0.009274,-0.012341,2.4125,2.41253156461859
58.493,0.009034,-0.012292,2.4106,2.41063133914417
58.562,0.008903,-0.012356,2.4087,2.40873169131309
58.63,0.0087758,-0.012424,2.4068,2.40683206638436
58.699,0.0086486,-0.012493,2.4048,2.4048324505148
58.767,0.0085214,-0.012561,2.4029,2.40293283067193
58.836,0.0083942,-0.012629,2.401,2.40103321335649
58.904,0.008267,-0.012698,2.399,2.39903360526775
58.973,0.0081398,-0.012766,2.3971,2.39713399307506
59.041,0.0080126,-0.012834,2.3952,2.39523438342806
59.11,0.0078854,-0.012903,2.3932,2.39323478317715
59.178,0.0077582,-0.012971,2.3913,2.39133517869014
59.247,0.007631,-0.013039,2.3893,2.38933557825622
59.315,0.0075038,-0.013108,2.3874,2.38743598441173
59.384,0.0073766,-0.013176,2.3855,2.38553638768643
59.452,0.0072494,-0.013245,2.3835,2.38353680064416
59.521,0.0071222,-0.013313,2.3816,2.38163720914185
59.589,0.0069949,-0.013381,2.3797,2.37973762023484
59.658,0.0068677,-0.01345,2.3777,2.37773804118536
59.726,0.009518,-0.013693,2.3995,2.39953906995677
59.795,0.0088791,-0.013729,2.3932,2.39323937905112
59.863,0.0082403,-0.013765,2.3869,2.38693969032001
59.932,0.0076014,-0.013801,2.3806,2.38064000378071
60,0.0069625,-0.013837,2.3743,2.37434031945065
60.069,0.0063237,-0.013874,2.368,2.36804064320611
60.137,0.0056848,-0.01391,2.3617,2.3617409633785
60.206,0.0050459,-0.013946,2.3554,2.35544128581376
60.274,0.0044071,-0.013982,2.3491,2.34914161053011
60.343,0.003935,-0.014038,2.3451,2.3451420160502
60.411,0.0036913,-0.014121,2.3444,2.34444252705009
60.48,0.0034477,-0.014204,2.3437,2.34374304129442
60.548,0.003204,-0.014287,2.3429,2.34294356064524
60.617,0.0029603,-0.01437,2.3422,2.34224408140996
60.685,0.0027167,-0.014454,2.3414,2.34144461350594
60.754,0.002473,-0.014537,2.3407,2.34074514084063
60.822,0.0022294,-0.01462,2.34,2.34004567143464
60.891,0.0019857,-0.014703,2.3392,2.33924620726614
60.959,0.0017421,-0.014786,2.3385,2.33854674441115
61.028,0.0014984,-0.014869,2.3378,2.33784728482444
61.096,0.0012547,-0.014952,2.337,2.33704783055546
61.165,0.0010111,-0.015036,2.3363,2.33634838397359
61.233,0.0007674,-0.015119,2.3356,2.33564893427094
61.302,0.00052376,-0.015202,2.3348,2.33484948996804
61.37,0.00028009,-0.015285,2.3341,2.33415004685324
61.439,3.6423E-05,-0.015368,2.3333,2.33335060919357
61.507,-0.00020722,-0.015451,2.3326,2.33265117267906
61.576,-0.00045089,-0.015535,2.3319,2.33195174611847
61.644,-0.00069454,-0.015618,2.3311,2.33115231847342
61.713,-0.00093821,-0.015701,2.3304,2.33045289190771
61.781,-0.0011819,-0.015784,2.3297,2.32975346864341
61.85,-0.0014255,-0.015867,2.3289,2.32895405100423
61.918,-0.0016692,-0.01595,2.3282,2.32825463437743
61.987,-0.0019128,-0.016033,2.3275,2.32755522106115
62.055,-0.0021565,-0.016117,2.3267,2.32675582038361
62.124,-0.0024002,-0.0162,2.326,2.32605641376128
62.192,-0.0024114,-0.016293,2.3287,2.32875699716587
62.261,-0.0026125,-0.016285,2.3274,2.32745697301261
62.329,-0.0028136,-0.016276,2.3261,2.32615694186269
62.398,-0.0030146,-0.016268,2.3249,2.32495691526187
62.466,-0.0032157,-0.016259,2.3236,2.32365688411198
62.535,-0.0034167,-0.016251,2.3224,2.32245685751124
62.603,-0.003619,-0.01624,2.3206,2.32065682460807
62.672,-0.0038429,-0.016189,2.3107,2.31075671019712
62.74,-0.0040667,-0.016137,2.3008,2.30085658891835
62.808,-0.0042905,-0.016086,2.2909,2.29095647479301
62.877,-0.0045144,-0.016035,2.281,2.28105636081729
62.945,-0.0047382,-0.015984,2.2712,2.27125624451668
63.014,-0.004962,-0.015933,2.2613,2.2613561308403
63.082,-0.0051859,-0.015882,2.2514,2.25145601731946
63.151,-0.0054097,-0.01583,2.2415,2.24155589689394
63.219,-0.0056335,-0.015779,2.2316,2.23165578368193
63.288,-0.0058574,-0.015728,2.2217,2.22175567063167
63.356,-0.0060812,-0.015677,2.2118,2.21185555774535
63.425,-0.006305,-0.015626,2.2019,2.20195544502517
63.493,-0.0065289,-0.015575,2.192,2.19205533247338
63.562,-0.0067527,-0.015523,2.1821,2.18215521297844
63.63,-0.0069765,-0.015472,2.1722,2.17225510076142
63.699,-0.0072004,-0.015421,2.1623,2.16235498871971
63.767,-0.0074242,-0.01537,2.1524,2.15245487685573
63.836,-0.007648,-0.015319,2.1425,2.14255476517194
63.904,-0.0078718,-0.015268,2.1326,2.13265465367087
63.973,-0.0080957,-0.015216,2.1228,2.12285453261781
64.041,-0.0086312,-0.015141,2.1118,2.11185427761505
64.11,-0.0092209,-0.015062,2.1008,2.1008539939377
64.178,-0.0097049,-0.014908,2.0901,2.09015316626892
64.247,-0.010025,-0.01464,2.0802,2.08025151594705
64.315,-0.010346,-0.014371,2.0704,2.07044987518196
64.384,-0.010667,-0.014103,2.0605,2.06054826311082
64.452,-0.010987,-0.013834,2.0506,2.05064666375171
64.521,-0.011308,-0.013566,2.0407,2.04074509097927
64.589,-0.011628,-0.013298,2.0308,2.03084353823824
64.658,-0.011949,-0.013029,2.0209,2.02094199937579
64.726,-0.012269,-0.012761,2.011,2.01104048768815
64.795,-0.01259,-0.012492,2.0012,2.00123898874272
64.863,-0.012911,-0.012224,1.9913,1.99133751940147
64.932,-0.013231,-0.011956,1.9814,1.98143607162482
65,-0.013678,-0.013821,2.3868,2.38684001559405
65.069,-0.013943,-0.013547,2.3792,2.37923856752722
65.137,-0.014209,-0.013274,2.3717,2.37173714586503
65.206,-0.014474,-0.013,2.3642,2.36423574120687
65.274,-0.01474,-0.012726,2.3566,2.35663436092152
65.343,-0.015005,-0.012453,2.3491,2.34913300756024
65.411,-0.015271,-0.012179,2.3415,2.34153167350796
65.48,-0.015796,-0.0098085,1.9023,1.90232528676676
65.548,-0.016116,-0.0095401,1.8924,1.89242404695882
65.617,-0.016437,-0.0092717,1.8825,1.88252283237704
65.685,-0.018588,-0.0093343,1.9523,1.95232231436218
65.754,-0.018315,-0.0091981,1.929,1.929021929643
65.822,-0.018041,-0.009062,1.9056,1.90562154685656
65.891,-0.017767,-0.0089258,1.8823,1.88232116279493
65.959,-0.017493,-0.0087896,1.859,1.85902077908456
66.028,-0.01722,-0.0086534,1.8356,1.83562039684995
66.096,-0.016946,-0.0085173,1.8123,1.81232001434606
66.165,-0.016672,-0.0083811,1.7889,1.78891963286147
66.233,-0.016398,-0.0082449,1.7656,1.76561925068119
66.302,-0.016125,-0.0081087,1.7423,1.74231886892603
66.37,-0.015851,-0.0079725,1.7189,1.71891848868882
66.439,-0.015577,-0.0078364,1.6956,1.69561810829118
66.507,-0.015303,-0.0077002,1.6723,1.67231772790939
66.576,-0.01503,-0.007564,1.6489,1.64891734907969
66.644,-0.014756,-0.0074278,1.6256,1.62561696971114
66.713,-0.014482,-0.0072917,1.6022,1.60221659237723
66.781,-0.014208,-0.0071555,1.5789,1.57891621411025
66.85,-0.013934,-0.0070193,1.5556,1.55561583643665
66.918,-0.013661,-0.0068831,1.5322,1.53221546039244
66.987,-0.013387,-0.006747,1.5089,1.50891508442622
67.055,-0.016245,-0.0030398,0.87165,0.871655300496727
67.124,-0.015685,-0.0032308,0.90456,0.904565769675506
67.192,-0.015124,-0.0034218,0.93746,0.937466244893778
67.261,-0.014563,-0.0036128,0.97037,0.970376725413301
67.329,-0.014002,-0.0038037,1.0033,1.00330721024704
67.398,-0.013442,-0.0039947,1.0362,1.03620770004285
67.466,-0.012881,-0.0041857,1.0691,1.06910819381599
67.535,-0.01232,-0.0043767,1.102,1.10200869121023
67.603,-0.01176,-0.0045677,1.1349,1.13490919191065
67.672,-0.011199,-0.0047587,1.1678,1.16780969563782
67.74,-0.010638,-0.0049496,1.2007,1.20071020173069
67.809,-0.010077,-0.0051406,1.2336,1.23361071078698
67.877,-0.0095167,-0.0053316,1.2665,1.26651122220001
67.945,-0.008956,-0.0055226,1.2994,1.29941173579076
68.014,-0.0083953,-0.0057136,1.3323,1.33231225139791
68.082,-0.0078346,-0.0059046,1.3652,1.36521276887567
68.151,-0.0072738,-0.0060955,1.3981,1.39811328765599
68.219,-0.0067131,-0.0062865,1.431,1.43101380848762
68.288,-0.0061524,-0.0064775,1.4639,1.46391433082891
68.356,-0.0055917,-0.0066685,1.4968,1.4968148545803
68.425,-0.005031,-0.0068595,1.5297,1.52971537965082
